Name,CNIC,ADDRESS,DOB,Province,Contact,Status,City
Khurram Shezad,3530000000225,"House#234 st# fasail colony, Hydrabad",02/07/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000226,"House#234 st# fasail colony, Hydrabad",02/08/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000227,"House#234 st# fasail colony, Hydrabad",02/09/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000228,"House#234 st# fasail colony, Hydrabad",02/10/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000229,"House#234 st# fasail colony, Hydrabad",02/11/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000230,"House#234 st# fasail colony, Hydrabad",02/12/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000231,"House#234 st# fasail colony, Hydrabad",2/13/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000232,"House#234 st# fasail colony, Hydrabad",2/14/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000233,"House#234 st# fasail colony, Hydrabad",2/15/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000234,"House#234 st# fasail colony, Hydrabad",2/16/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000235,"House#234 st# fasail colony, Hydrabad",2/17/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000236,"House#234 st# fasail colony, Hydrabad",2/18/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000237,"House#234 st# fasail colony, Hydrabad",2/19/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000238,"House#234 st# fasail colony, Hydrabad",2/20/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000239,"House#234 st# fasail colony, Hydrabad",2/21/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000240,"House#234 st# fasail colony, Hydrabad",2/22/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000241,"House#234 st# fasail colony, Hydrabad",2/23/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000242,"House#234 st# fasail colony, Hydrabad",2/24/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000243,"House#234 st# fasail colony, Hydrabad",2/25/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000244,"House#234 st# fasail colony, Hydrabad",2/26/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000245,"House#234 st# fasail colony, Hydrabad",2/27/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000246,"House#234 st# fasail colony, Hydrabad",2/28/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000247,"House#234 st# fasail colony, Hydrabad",03/01/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000248,"House#234 st# fasail colony, Hydrabad",03/02/1998,SINDH,923047877535,Alive,Hydrabad
Khurram Shezad,3530000000249,"House#234 st# fasail colony, Sukkar",03/03/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000250,"House#234 st# fasail colony, Sukkar",03/04/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000251,"House#234 st# fasail colony, Sukkar",03/05/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000252,"House#234 st# fasail colony, Sukkar",03/06/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000253,"House#234 st# fasail colony, Sukkar",03/07/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000254,"House#234 st# fasail colony, Sukkar",03/08/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000255,"House#234 st# fasail colony, Sukkar",03/09/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000256,"House#234 st# fasail colony, Sukkar",03/10/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000257,"House#234 st# fasail colony, Sukkar",03/11/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000258,"House#234 st# fasail colony, Sukkar",03/12/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000259,"House#234 st# fasail colony, Sukkar",3/13/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000260,"House#234 st# fasail colony, Sukkar",3/14/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000261,"House#234 st# fasail colony, Sukkar",3/15/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000262,"House#234 st# fasail colony, Sukkar",3/16/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000263,"House#234 st# fasail colony, Sukkar",3/17/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000264,"House#234 st# fasail colony, Sukkar",3/18/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000265,"House#234 st# fasail colony, Sukkar",3/19/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000266,"House#234 st# fasail colony, Sukkar",3/20/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000267,"House#234 st# fasail colony, Sukkar",3/21/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000268,"House#234 st# fasail colony, Sukkar",3/22/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000269,"House#234 st# fasail colony, Sukkar",3/23/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000270,"House#234 st# fasail colony, Sukkar",3/24/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000271,"House#234 st# fasail colony, Sukkar",3/25/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000272,"House#234 st# fasail colony, Sukkar",3/26/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000273,"House#234 st# fasail colony, Sukkar",3/27/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000274,"House#234 st# fasail colony, Sukkar",3/28/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000275,"House#234 st# fasail colony, Sukkar",3/29/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000276,"House#234 st# fasail colony, Sukkar",3/30/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000277,"House#234 st# fasail colony, Sukkar",3/31/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000278,"House#234 st# fasail colony, Sukkar",04/01/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000279,"House#234 st# fasail colony, Sukkar",04/02/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000280,"House#234 st# fasail colony, Sukkar",04/03/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000281,"House#234 st# fasail colony, Sukkar",04/04/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000282,"House#234 st# fasail colony, Sukkar",04/05/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000283,"House#234 st# fasail colony, Sukkar",04/06/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000284,"House#234 st# fasail colony, Sukkar",04/07/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000285,"House#234 st# fasail colony, Sukkar",04/08/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000286,"House#234 st# fasail colony, Sukkar",04/09/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000287,"House#234 st# fasail colony, Sukkar",04/10/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000288,"House#234 st# fasail colony, Sukkar",04/11/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000289,"House#234 st# fasail colony, Sukkar",04/12/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000290,"House#234 st# fasail colony, Sukkar",4/13/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000291,"House#234 st# fasail colony, Sukkar",4/14/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000292,"House#234 st# fasail colony, Sukkar",4/15/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000293,"House#234 st# fasail colony, Sukkar",4/16/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000294,"House#234 st# fasail colony, Sukkar",4/17/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000295,"House#234 st# fasail colony, Sukkar",4/18/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000296,"House#234 st# fasail colony, Sukkar",4/19/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000297,"House#234 st# fasail colony, Sukkar",4/20/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000298,"House#234 st# fasail colony, Sukkar",4/21/1998,SINDH,923047877535,Alive,Sukkur
Khurram Shezad,3530000000299,"House#234 st# fasail colony, Quetta",4/22/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000300,"House#234 st# fasail colony, Quetta",4/23/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000301,"House#234 st# fasail colony, Quetta",4/24/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000302,"House#234 st# fasail colony, Quetta",4/25/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000303,"House#234 st# fasail colony, Quetta",4/26/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000304,"House#234 st# fasail colony, Quetta",4/27/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000305,"House#234 st# fasail colony, Quetta",4/28/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000306,"House#234 st# fasail colony, Quetta",4/29/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000307,"House#234 st# fasail colony, Quetta",4/30/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000308,"House#234 st# fasail colony, Quetta",05/01/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000309,"House#234 st# fasail colony, Quetta",05/02/1998,Balochistan,923047877535,Alive,Quetta
Khurram Shezad,3530000000310,"House#234 st# fasail colony, Quetta",05/03/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000311,"House#234 st# fasail colony, Quetta",05/04/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000312,"House#234 st# fasail colony, Quetta",05/05/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000313,"House#234 st# fasail colony, Quetta",05/06/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000314,"House#234 st# fasail colony, Quetta",05/07/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000315,"House#234 st# fasail colony, Quetta",05/08/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000316,"House#234 st# fasail colony, Quetta",05/09/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000317,"House#234 st# fasail colony, Quetta",05/10/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000318,"House#234 st# fasail colony, Quetta",05/11/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000319,"House#234 st# fasail colony, Quetta",05/12/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000320,"House#234 st# fasail colony, Quetta",5/13/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000321,"House#234 st# fasail colony, Quetta",5/14/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000322,"House#234 st# fasail colony, Quetta",5/15/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000323,"House#234 st# fasail colony, Quetta",5/16/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000324,"House#234 st# fasail colony, Quetta",5/17/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000325,"House#234 st# fasail colony, Quetta",5/18/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000326,"House#234 st# fasail colony, Quetta",5/19/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000327,"House#234 st# fasail colony, Quetta",5/20/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000328,"House#234 st# fasail colony, Quetta",5/21/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000329,"House#234 st# fasail colony, Quetta",5/22/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000330,"House#234 st# fasail colony, Quetta",5/23/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000331,"House#234 st# fasail colony, Quetta",5/24/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000332,"House#234 st# fasail colony, Quetta",5/25/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000333,"House#234 st# fasail colony, Quetta",5/26/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000334,"House#234 st# fasail colony, Quetta",5/27/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000335,"House#234 st# fasail colony, Quetta",5/28/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000336,"House#234 st# fasail colony, Quetta",5/29/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000337,"House#234 st# fasail colony, Quetta",5/30/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000338,"House#234 st# fasail colony, Quetta",5/31/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000339,"House#234 st# fasail colony, Quetta",06/01/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000340,"House#234 st# fasail colony, Quetta",06/02/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000341,"House#234 st# fasail colony, Quetta",06/03/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000342,"House#234 st# fasail colony, Quetta",06/04/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000343,"House#234 st# fasail colony, Quetta",06/05/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000344,"House#234 st# fasail colony, Quetta",06/06/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000345,"House#234 st# fasail colony, Quetta",06/07/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000346,"House#234 st# fasail colony, Quetta",06/08/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000347,"House#234 st# fasail colony, Quetta",06/09/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000348,"House#234 st# fasail colony, Quetta",06/10/1998,Balochistan,923047877535,Alive,Quetta
Habib Ahmad,3530000000349,"House#234 st# fasail colony, Turbat",06/11/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000350,"House#234 st# fasail colony, Turbat",06/12/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000351,"House#234 st# fasail colony, Turbat",6/13/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000352,"House#234 st# fasail colony, Turbat",6/14/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000353,"House#234 st# fasail colony, Turbat",6/15/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000354,"House#234 st# fasail colony, Turbat",6/16/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000355,"House#234 st# fasail colony, Turbat",6/17/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000356,"House#234 st# fasail colony, Turbat",6/18/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000357,"House#234 st# fasail colony, Turbat",6/19/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000358,"House#234 st# fasail colony, Turbat",6/20/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000359,"House#234 st# fasail colony, Turbat",6/21/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000360,"House#234 st# fasail colony, Turbat",6/22/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000361,"House#234 st# fasail colony, Turbat",6/23/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000362,"House#234 st# fasail colony, Turbat",6/24/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000363,"House#234 st# fasail colony, Turbat",6/25/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000364,"House#234 st# fasail colony, Turbat",6/26/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000365,"House#234 st# fasail colony, Turbat",6/27/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000366,"House#234 st# fasail colony, Turbat",6/28/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000367,"House#234 st# fasail colony, Turbat",6/29/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000368,"House#234 st# fasail colony, Turbat",6/30/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000369,"House#234 st# fasail colony, Turbat",07/01/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000370,"House#234 st# fasail colony, Turbat",07/02/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000371,"House#234 st# fasail colony, Turbat",07/03/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000372,"House#234 st# fasail colony, Turbat",07/04/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000373,"House#234 st# fasail colony, Turbat",07/05/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000374,"House#234 st# fasail colony, Turbat",07/06/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000375,"House#234 st# fasail colony, Turbat",07/07/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000376,"House#234 st# fasail colony, Turbat",07/08/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000377,"House#234 st# fasail colony, Turbat",07/09/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000378,"House#234 st# fasail colony, Turbat",07/10/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000379,"House#234 st# fasail colony, Turbat",07/11/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000380,"House#234 st# fasail colony, Turbat",07/12/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000381,"House#234 st# fasail colony, Turbat",7/13/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000382,"House#234 st# fasail colony, Turbat",7/14/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000383,"House#234 st# fasail colony, Turbat",7/15/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000384,"House#234 st# fasail colony, Turbat",7/16/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000385,"House#234 st# fasail colony, Turbat",7/17/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000386,"House#234 st# fasail colony, Turbat",7/18/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000387,"House#234 st# fasail colony, Turbat",7/19/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000388,"House#234 st# fasail colony, Turbat",7/20/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000389,"House#234 st# fasail colony, Turbat",7/21/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000390,"House#234 st# fasail colony, Turbat",7/22/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000391,"House#234 st# fasail colony, Turbat",7/23/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000392,"House#234 st# fasail colony, Turbat",7/24/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000393,"House#234 st# fasail colony, Turbat",7/25/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000394,"House#234 st# fasail colony, Turbat",7/26/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000395,"House#234 st# fasail colony, Turbat",7/27/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000396,"House#234 st# fasail colony, Turbat",7/28/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000397,"House#234 st# fasail colony, Turbat",7/29/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000398,"House#234 st# fasail colony, Turbat",7/30/1998,Balochistan,923047877535,Alive,Turbat
Habib Ahmad,3530000000399,"House#234 st# fasail colony, Khudzar",7/31/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000400,"House#234 st# fasail colony, Khudzar",08/01/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000401,"House#234 st# fasail colony, Khudzar",08/02/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000402,"House#234 st# fasail colony, Khudzar",08/03/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000403,"House#234 st# fasail colony, Khudzar",08/04/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000404,"House#234 st# fasail colony, Khudzar",08/05/1998,Balochistan,923047877535,Alive,Khuzdar
Habib Ahmad,3530000000405,"House#234 st# fasail colony, Khudzar",08/06/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000406,"House#234 st# fasail colony, Khudzar",08/07/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000407,"House#234 st# fasail colony, Khudzar",08/08/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000408,"House#234 st# fasail colony, Khudzar",08/09/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000409,"House#234 st# fasail colony, Khudzar",08/10/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000410,"House#234 st# fasail colony, Khudzar",08/11/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000411,"House#234 st# fasail colony, Khudzar",08/12/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000412,"House#234 st# fasail colony, Khudzar",8/13/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000413,"House#234 st# fasail colony, Khudzar",8/14/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000414,"House#234 st# fasail colony, Khudzar",8/15/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000415,"House#234 st# fasail colony, Khudzar",8/16/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000416,"House#234 st# fasail colony, Khudzar",8/17/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000417,"House#234 st# fasail colony, Khudzar",8/18/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000418,"House#234 st# fasail colony, Khudzar",8/19/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000419,"House#234 st# fasail colony, Khudzar",8/20/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000420,"House#234 st# fasail colony, Khudzar",8/21/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000421,"House#234 st# fasail colony, Khudzar",8/22/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000422,"House#234 st# fasail colony, Khudzar",8/23/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000423,"House#234 st# fasail colony, Khudzar",8/24/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000424,"House#234 st# fasail colony, Khudzar",8/25/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000425,"House#234 st# fasail colony, Khudzar",8/26/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000426,"House#234 st# fasail colony, Khudzar",8/27/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000427,"House#234 st# fasail colony, Khudzar",8/28/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000428,"House#234 st# fasail colony, Khudzar",8/29/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000429,"House#234 st# fasail colony, Khudzar",8/30/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000430,"House#234 st# fasail colony, Khudzar",8/31/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000431,"House#234 st# fasail colony, Khudzar",09/01/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000432,"House#234 st# fasail colony, Khudzar",09/02/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000433,"House#234 st# fasail colony, Khudzar",09/03/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000434,"House#234 st# fasail colony, Khudzar",09/04/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000435,"House#234 st# fasail colony, Khudzar",09/05/1998,Balochistan,923047877535,Alive,Khuzdar
Murtaza Hameed,3530000000436,"House#234 st# fasail colony, Khudzar",09/06/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000437,"House#234 st# fasail colony, Khudzar",09/07/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000438,"House#234 st# fasail colony, Khudzar",09/08/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000439,"House#234 st# fasail colony, Khudzar",09/09/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000440,"House#234 st# fasail colony, Khudzar",09/10/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000441,"House#234 st# fasail colony, Khudzar",09/11/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000442,"House#234 st# fasail colony, Khudzar",09/12/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000443,"House#234 st# fasail colony, Khudzar",9/13/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000444,"House#234 st# fasail colony, Khudzar",9/14/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000445,"House#234 st# fasail colony, Khudzar",9/15/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000446,"House#234 st# fasail colony, Khudzar",9/16/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000447,"House#234 st# fasail colony, Khudzar",9/17/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000448,"House#234 st# fasail colony, Khudzar",9/18/1998,Balochistan,923047877535,Alive,Khuzdar
Khalid Mahmood,3530000000449,"House#234 st# fasail colony, Abbottabad",9/19/1998,Khyber Pakhtunkhwa ,923047877535,Alive,Abbottabad
Khalid Mahmood,3530000000450,"House#234 st# fasail colony, Abbottabad",9/20/1998,Khyber Pakhtunkhwa ,923047877535,Alive,Abbottabad
